objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,link_google_drive,image_small,image_thumb,image_alt_text,object_transcript
nc0226,"Ven chi, Signôr, chel pan",Fiorina e Carla Dipiazza,10 agosto 1966,Canto popolare carnico - Tualis,Canto popolare carnico - Tualis,Tualis,46.532869,12.880739,Collezione privata di Valter Colle,nc0226,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0226.aiff,https://drive.google.com/file/d/1ljpEkxlKXypnobMmlnbml4P7s15JETyB/view?usp=drive_link,,,,
nc0227,Cuand ch'i passi oltre Mieli,,10 agosto 1966,Canto popolare carnico - Noiaretto,Canto popolare carnico - Noiaretto,Noiaretto,46.533695,12.876917,Collezione privata di Valter Colle,nc0227,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0227.aiff,https://drive.google.com/file/d/1dQHiEWMXJ_r8mB7fiZGQnEKzU24yfx57/view?usp=drive_link,,,,
nc0228,Cuand ch'i passi oltre Mieli,,10 agosto 1966,Canto popolare carnico - Noiaretto,Canto popolare carnico - Noiaretto,Noiaretto,46.533695,12.876917,Collezione privata di Valter Colle,nc0228,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0228.aiff,https://drive.google.com/file/d/15ttA1LWJHnJ6vONz4QffYiL1Swf7ZnPN/view?usp=drive_link,,,,
nc0229,Chel gri-gri sun che busute,,10 agosto 1966,Canto popolare carnico - Noiaretto,Canto popolare carnico - Noiaretto,Noiaretto,46.533695,12.876917,Collezione privata di Valter Colle,nc0229,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0229.aiff,https://drive.google.com/file/d/1LLD-p3398HHoEhDRKfbMmveGMNTFeaL3/view?usp=drive_link,,,,
nc0230,E je stade la mê ruine de mê gjoventût,,,Canto popolare carnico ,Canto popolare carnico ,,,,Collezione privata di Valter Colle,nc0230,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0230.aiff,https://drive.google.com/file/d/1gTXynTOTrwTeChCnsl6V6fBcbhW2jdQ8/view?usp=drive_link,,,,
nc0231,O bella mia speranza,Don Luciano Devora,,Canto popolare carnico - Ravascletto,Canto popolare carnico - Ravascletto,Ravascletto,46.524834,12.922642,Collezione privata di Valter Colle,nc0231,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0231.aiff,https://drive.google.com/file/d/1Zd-smFAPmxIOTkQUURmKkrwrA3Tj1Jhd/view?usp=drive_link,,,,
nc0232,No no in chê culine,Maria Casanova in Barbacetto,14 agosto 66,Canto popolare carnico - Ravascletto,Canto popolare carnico - Ravascletto,Ravascletto,46.524834,12.922642,Collezione privata di Valter Colle,nc0232,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0232.aiff,https://drive.google.com/file/d/1-GrAmUnGLQByO-VMGodfJ6BjWfKIMmjA/view?usp=drive_link,,,,
nc0233,Rarà chei da Mieli,Maria Casanova in Barbacetto,14 agosto 66,Canto popolare carnico - Ravascletto,Canto popolare carnico - Ravascletto,Ravascletto,46.524834,12.922642,Collezione privata di Valter Colle,nc0233,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0233.aiff,https://drive.google.com/file/d/1vzSYTyxmmMvWJTEzT2BQhsC1a89Tih4h/view?usp=drive_link,,,,
nc0234,Lodate Maria,Celesta Della Pietra,1968,Canto popolare carnico - Zovello,Canto popolare carnico - Zovello,Zovello,46.530257,12.951130,Collezione privata di Valter Colle,nc0234,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0234.aiff,https://drive.google.com/file/d/1lGP7_3CKlVWRBA1nIzxu_F37hKuTu_8y/view?usp=drive_link,,,,
nc0235,Une scriulade,Maria Morassi,,Canto popolare carnico - Zovello,Canto popolare carnico - Zovello,Zovello,46.530257,12.951130,Collezione privata di Valter Colle,nc0235,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0235.aiff,https://drive.google.com/file/d/15ATTfqUuRw7pkudzS1otNvPj1XmZ_CMP/view?usp=drive_link,,,,
nc0236,A Santa Margarita da Cortona,Franco Dain,,Canto popolare carnico - Cercivento,Canto popolare carnico - Cercivento,Cercivento,46.527123,12.986841,Collezione privata di Valter Colle,nc0236,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0236.aiff,https://drive.google.com/file/d/1ZglvgRWcmlY4uFUvSpN6XobAiYVNjgOX/view?usp=drive_link,,,,
nc0237,Canzone di tre res magios,,,Canto popolare carnico - Zovello,Canto popolare carnico - Zovello,Zovello,46.530257,12.951130,Collezione privata di Valter Colle,nc0237,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0237.aiff,https://drive.google.com/file/d/1VZMTgq16u-iR48D258x7GrgJUge1HztE/view?usp=drive_link,,,,
nc0301,Filastrocca con strofe di diversi brani,Elena Flossberger (53 anni),14 luglio 1961,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0301,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0301.aiff,https://drive.google.com/file/d/1ceb6_2LQ6pDNansV9Fn1-g1qzKOcFk54/view?usp=drive_link,,,,
nc0302,Chel grîmal di sede nere,Elena Flossberger ,14 luglio 1961,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0302,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0302.aiff,https://drive.google.com/file/d/1WsihynhndccWb0nCaNnKIelQiMyAQYYK/view?usp=drive_link,,,,
nc0303,Ce biele companie,Elena Flossberger ,14 luglio 1961,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0303,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0303.aiff,https://drive.google.com/file/d/1gGxEnRxolGqr3mLfp0kbP0MkN174CEb5/view?usp=drive_link,,,,
nc0304,Quel treno che parte per la Carnia,Elena Flossberger,14 luglio 1961,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0304,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0304.aiff,https://drive.google.com/file/d/1YbLE0rXQNosS9CKlm0azpTAPSwn1jKwg/view?usp=drive_link,,,,
nc0305,Evviva la Vergine,Elena Flossberger,14 luglio 1961,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0305,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0305.aiff,https://drive.google.com/file/d/1EfVBwZsibzHdjhOvJKsDhCYUYX1tDfCw/view?usp=drive_link,,,,
nc0306,Evviva la Vergine,Elena Flossberger,14 luglio 1961,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0306,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0306.aiff,https://drive.google.com/file/d/1N7PQafCVGUggNmdWbs8AKuASR8GK9VIX/view?usp=drive_link,,,,
nc0307,Evviva Maria,Elena Flossberger,14 luglio 1961,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0307,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0307.aiff,https://drive.google.com/file/d/1DQnz8gi1lgpj_8W6TvK4Vc_KabGjcW0P/view?usp=drive_link,,,,
nc0308,Al jeve il prin pastor,Amerigo Stefanutti,14 luglio 1961,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0308,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0308.aiff,https://drive.google.com/file/d/10z5jw-vcCySt6ac3nkPvr-W7Ug_CwWFv/view?usp=drive_link,,,,
nc0309,La fontane di Creneri,Amerigo Stefanutti,14 luglio 1961,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0309,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0309.aiff,https://drive.google.com/file/d/1FcF7gkIbPLCl1JNQdfiEVKICwn9IBcdM/view?usp=drive_link,,,,
nc0310,La biele sompladine,Amerigo Stefanutti,14 luglio 1961,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0310,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0310.aiff,https://drive.google.com/file/d/1ypJSELkyk-d77NBCdU_DzhJZw2m6OlvE/view?usp=drive_link,,,,
nc0311,A maridâsi,Amerigo Stefanutti,14 luglio 1961,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0311,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0311.aiff,https://drive.google.com/file/d/11uctJQsXTBMfbKy-Rp3BstM2pMfkDNq5/view?usp=drive_link,,,,
nc0312,Ducj i domandi,Elena Flossberger (53 anni),14 luglio 1961,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0312,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0312.aiff,https://drive.google.com/file/d/1zyd1jN4NTksAHKGjiEgeteqHlwoLFgCe/view?usp=drive_link,,,,
nc0313,Il soreli plui nol scjalda,,,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0313,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0313.aiff,https://drive.google.com/file/d/1KElVN2z4sbjKZDRoBfohG717S7-4UO0d/view?usp=drive_link,,,,
nc0314,Joi chê crete praduline,,,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0314,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0314.aiff,https://drive.google.com/file/d/17l6AQGrcwSsZn7klASBZnb2B7w3a3v1R/view?usp=drive_link,,,,
nc0315,"Oi sisi, oi nono, la usance di cumò",,,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0315,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0315.aiff,https://drive.google.com/file/d/1xDFqLN5LK3FyNqY7OorFSxaN8v9VVl0Y/view?usp=drive_link,,,,
nc0316,O amabile Maria,,,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0316,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0316.aiff,https://drive.google.com/file/d/1fEnGipj3m0lh6YFNXQuhSLJ0JRZfHT90/view?usp=drive_link,,,,
nc0317,picinine di trê dîs,,,Canto popolare carnico - Casaso,Canto popolare carnico - Casaso,Casaso,46.5293,13.1187,Collezione privata di Valter Colle,nc0317,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0317.aiff,https://drive.google.com/file/d/1LwcFV0TJJnXuiBXYVqo-lLgf_pzxqpgS/view?usp=drive_link,,,,
nc0318,"Valu là, velu la vie",,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0318,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0318.aiff,https://drive.google.com/file/d/10Otxnd7Mxc3htUoBOZXek0JU9SqPST-K/view?usp=drive_link,,,,
nc0319,Al jeve il prin pastor,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0319,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0319.aiff,https://drive.google.com/file/d/1zIY-AJQ29OhSeRDHgaFweOHoFLAf7Qjk/view?usp=drive_link,,,,
nc0320,Cuan chi io fui in val Paledri,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0320,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0320.aiff,https://drive.google.com/file/d/179-2SkTpnDMhtI2mruMSNrZ900clbM85/view?usp=drive_link,,,,
nc0321,Vie pe gnot,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0321,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0321.aiff,https://drive.google.com/file/d/11ay6LfKIHMIu70ki-gQSU1a9LUQ0KVJv/view?usp=drive_link,,,,
nc0322,Cuant che fui in Val Pavedri,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0322,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0322.aiff,https://drive.google.com/file/d/1AE1axdv4uzlqfEOkGLBZ6_P-ivYFlIbA/view?usp=drive_link,,,,
nc0323,Cantate..,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0323,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0323.aiff,https://drive.google.com/file/d/1bdVtgoiAMrQycbLV5st1Qge2FOO2FrF3/view?usp=drive_link,,,,
nc0324,Al vaive ancje il soreli,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0324,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0324.aiff,https://drive.google.com/file/d/1G_gCqySlvp2zW9riabRHdHDSLjX-rWEb/view?usp=drive_link,,,,
nc0325,Era un frate,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0325,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0325.aiff,https://drive.google.com/file/d/1W7F4Rgp2NSX-KrQsQ8qbCS_NWDsu0e07/view?usp=drive_link,,,,
nc0326,Una sera di setembre,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0326,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0326.aiff,https://drive.google.com/file/d/1klpy4T0a18_hziz0FMfXUOFEL8WUQHPA/view?usp=drive_link,,,,
nc0327,Daûr la crete di Tarsadie,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0327,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0327.aiff,https://drive.google.com/file/d/1H5YgY5AAkRXbgU6jhPvbvDKLbVMmsyiK/view?usp=drive_link,,,,
nc0328,"Picjnine, ti ai cjolete",,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0328,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0328.aiff,https://drive.google.com/file/d/1yHiwc9-QKCvDn55xliQ2nwCTCNn7EZMm/view?usp=drive_link,,,,
nc0329,Sul puint di Braulins,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0329,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0329.aiff,https://drive.google.com/file/d/1kdf101xEjYQ7e8nwtH1Op4cq-yr-bw1V/view?usp=drive_link,,,,
nc0330,Io son nata in primavera,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0330,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0330.aiff,https://drive.google.com/file/d/1lndGtqDGpCyXMctEMNkmZanmb_6o2Pze/view?usp=drive_link,,,,
nc0331,Il gno puem al mi à lassade,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0331,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0331.aiff,https://drive.google.com/file/d/1UE29kWhcdEG4q20dFOp78lpUzzZ8B4PO/view?usp=drive_link,,,,
nc0332,Assassine Praduline!,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0332,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0332.aiff,https://drive.google.com/file/d/1XH6SBzjTs_h5eHlATfI-Ph8t7etABfbQ/view?usp=drive_link,,,,
nc0333,La gjate va a bevi,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0333,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0333.aiff,https://drive.google.com/file/d/1XdCb33aIBRoI02kYvEIWyQklmMJEW2hh/view?usp=drive_link,,,,
nc0334,Cuant che jeri ,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0334,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0334.aiff,https://drive.google.com/file/d/1yCPmdJI6WUa3boEavln2zFfgJS2MMjme/view?usp=drive_link,,,,
nc0335,"Nô vignìn, o gran Regine",,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0335,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0335.aiff,https://drive.google.com/file/d/18KJ-e_62lM1Du55wvm_l7oRHeO5hA1Qg/view?usp=drive_link,,,,
nc0336,Toni e Catine,,,Canto popolare carnico - Ligosullo,Canto popolare carnico - Ligosullo,Ligosullo,46.5401,13.0755,Collezione privata di Valter Colle,nc0336,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0336.aiff,https://drive.google.com/file/d/1lFseZubCo3Af_QceEbsEZQPNioUCiTbO/view?usp=drive_link,,,,
nc0401,E fûr fûr di che casere,,17 agosto 1966,Canto popolare carnico - Paularo,Canto popolare carnico - Paularo,Paularo,46.5303,13.1166,Collezione privata di Valter Colle,nc0401,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0401.aiff,https://drive.google.com/file/d/12AL4n0i5PV0eGB7qa5CmusCKUL2_S8_8/view?usp=drive_link,,,,
nc0402,Biel vignint da l'Ongjarie,,17 agosto 1966,Canto popolare carnico - Paularo,Canto popolare carnico - Paularo,Paularo,46.5303,13.1166,Collezione privata di Valter Colle,nc0402,Audio,AIF Audio File (VLC),friulano,"Diritti da verificare con il titolare della registrazione; utilizzo consentito esclusivamente per finalità di ricerca, previa autorizzazione.",In Copyright – Rights-Holder(s) Unlocatable or Unresponsive,audio,assets/objects/nc0402.aiff,https://drive.google.com/file/d/1MGWNKhGyAHM7KfTvDxtk7-JbP8fE4MtE/view?usp=drive_link,,,,
